perimetro,area,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7
168.16652059555054,533.0,0.41530236416515054,0.11475136674918043,4.4805911125533966e-23,2.4223153052573993e-23,7.830945520948811e-46,-7.92265985171593e-24,-1.5361810488929137e-46
170.5096664428711,526.0,0.4238441556109304,0.12242436068302673,3.0306587918915574e-06,1.5545115614047831e-07,-1.0464237697407357e-13,-5.435111332462358e-08,2.0847127899595842e-14
161.66399443149567,534.5,0.4173757216224427,0.11740097493048852,1.1962038838533912e-05,8.19589410113774e-06,7.906941479364508e-11,2.8078165296835786e-06,1.826500951405967e-11
159.66399443149567,537.5,0.41382665136122854,0.11202027993570897,3.475726620982248e-05,6.123531989107676e-06,5.306862575453229e-11,3.107044866511974e-07,-7.186526074173345e-11
168.42640614509583,522.0,0.42763468053457837,0.12463967461162226,4.221015769598156e-06,4.309940756531022e-06,1.8297032662614794e-11,1.5204771883207095e-06,1.7753331134715297e-12
168.08326029777527,523.0,0.42343128663958124,0.12073960997791396,4.303960920912651e-06,3.193599341169666e-06,1.1231337747357427e-11,9.514883215383568e-07,3.747619939326658e-12
160.1421353816986,524.0,0.41474680629031413,0.11377692845743419,9.074592058545288e-05,2.751991915681897e-05,1.3741493307570417e-09,7.446548618609473e-06,-5.521872232930527e-11
168.1076455116272,533.0,0.4175608405471246,0.11625840905907649,2.469512852154033e-07,8.741686256206231e-08,3.907138164376487e-15,-5.508288619964651e-10,1.223524492037165e-14
167.0365778207779,533.5,0.42190027084397247,0.12021196593126332,2.096458857590798e-06,1.2533128504300108e-07,7.148544381197374e-15,-1.9011631142091018e-08,6.384502141095977e-14
171.92387998104095,529.5,0.4197839661168728,0.11816447133190627,1.072725668581234e-05,6.789127639948805e-07,-1.638392202435991e-12,-2.1324596837336957e-07,-8.20067450419582e-13
162.97056245803833,524.0,0.4276791841728899,0.12421576341595655,5.565973053045631e-06,2.400805194752872e-06,-1.6763498527352435e-12,-4.155814269196015e-07,8.614599949185507e-12
167.01219260692596,522.5,0.4245839084608741,0.12129914002357849,5.2353185064785834e-06,1.2213534477045926e-06,3.0817962948038828e-12,3.300279869779333e-07,-2.018627019528624e-13
172.06601536273956,525.5,0.42690964292062494,0.12314270099197239,5.753124026410761e-06,1.5149416842811935e-06,4.394784225368161e-12,3.297286133181443e-07,8.298815734035172e-13
170.6518018245697,530.0,0.42334761563049617,0.1201982108478149,1.2343405763883413e-06,8.788324618673684e-08,2.8743073544945885e-14,2.0515281274865383e-08,-3.41476921507232e-15
166.35028612613678,536.5,0.4214436455441076,0.12058277029914825,2.9217742765738735e-07,1.3829202664162142e-07,2.6527031406513324e-14,4.79447387362399e-08,8.310532578902273e-15
168.46803629398346,521.5,0.4208638971586934,0.11906422643125554,2.625155160590351e-07,3.4978749862870437e-07,1.0598728717299984e-13,1.192539795372826e-07,-1.248679274524749e-15
163.76449966430664,535.0,0.414682521348163,0.11402103251629227,3.306306743948279e-07,5.429882103078634e-07,2.1334108478594056e-13,1.8215332765372073e-07,-8.612258008276454e-14
167.62236428260803,528.0,0.4191469721595454,0.11834501792137588,1.2791727412320464e-05,1.541557304383372e-06,9.464258985569314e-13,-1.5325931413914447e-07,-6.779743217484193e-12
172.1248904466629,518.5,0.4289182046661164,0.12489613622578372,2.0122042086183762e-05,8.32695667744328e-07,-3.3695445100002363e-12,-2.9161059759149666e-07,5.139640040004579e-13
170.02438521385193,523.0,0.4211681482084304,0.11901411144824002,4.529543600244363e-06,2.115452381837489e-06,6.544893297937015e-12,6.536243742130684e-07,-2.1284444225862574e-13
161.65685415267944,527.0,0.42900273287989366,0.12451156462213636,0.0,0.0,0.0,0.0,0.0
